,title,date_created,keywords,media_type,description,nasa_id,links
1119,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Jack Kaye', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Jack Kaye, associate director for research in the Earth Science Division of NASA’s Science Mission Directorate, speaks with the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070009,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070009/NHQ202408070009~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 149000, 'height': 853}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070009/NHQ202408070009~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 38000, 'height': 426}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070009/NHQ202408070009~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 38000, 'height': 426}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070009/NHQ202408070009~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 394000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070009/NHQ202408070009~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 5504, 'width': 8256, 'size': 52428800}]"
1120,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Members of the Climate Change Research Initiative (CCRI) cohort discuss their research during a poster session, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070017,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070017/NHQ202408070017~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 167000, 'height': 810}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070017/NHQ202408070017~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 48000, 'height': 405}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070017/NHQ202408070017~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 48000, 'height': 405}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070017/NHQ202408070017~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 353000, 'height': 1216}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070017/NHQ202408070017~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4852, 'width': 7658, 'size': 31457280}]"
1121,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"The Climate Change Research Initiative (CCRI) cohort poses for a group photo, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070015,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070015/NHQ202408070015~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 138000, 'height': 783}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070015/NHQ202408070015~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 42000, 'height': 391}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070015/NHQ202408070015~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 42000, 'height': 391}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070015/NHQ202408070015~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 297000, 'height': 1174}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070015/NHQ202408070015~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4660, 'width': 7617, 'size': 27262976}]"
1122,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Kate Calvin', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Kate Calvin, NASA’s Chief Scientist, speaks to the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070005,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070005/NHQ202408070005~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 172000, 'height': 877}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070005/NHQ202408070005~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 55000, 'height': 438}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070005/NHQ202408070005~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 55000, 'height': 438}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070005/NHQ202408070005~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 359000, 'height': 1316}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070005/NHQ202408070005~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 5296, 'width': 7725, 'size': 34603008}]"
1123,IPCC Projections of Temperature and Precipitation in the 21st Century,2013-09-27T00:00:00Z,"['Global Warming', 'Temperature Trend', 'Precipitation', 'Climate Change', 'Climate Patterns', 'Earth']",video,"New data visualizations from the NASA Center for Climate Simulation and NASA's Scientific Visualization Studio show how climate models – those used in the new report from the United Nations' Intergovernmental Panel on Climate Change (IPCC) – estimate how temperature and precipitation patterns could change throughout the 21st century. For the IPCC's Physical Science Basis and Summary for Policymakers reports, scientists referenced an international climate modeling effort to study how the Earth might respond to four different scenarios of how much carbon dioxide and other greenhouse gases would be emitted into the atmosphere throughout the 21st century. The Summary for Policymakers, the first official piece of the group's Fifth Assessment Report, was released Fri., Sept. 27.  That modeling effort, called the Coupled Model Intercomparison Project Phase 5 (CMIP5), includes dozens of climate models from institutions around the world, including from NASA's Goddard Institute for Space Studies.  To produce visualizations that show temperature and precipitation changes similar to those included in the IPCC report, the NASA Center for Climate Simulation calculated mean model results for each of the four emissions scenarios. The final products are visual representations how much temperature and precipitation patterns would change through 2100 compared to the historical average from the end of the 20th century. The changes shown compare the model projections to the average temperature and precipitation benchmarks observed from 1971-2000. This baseline is different from the IPCC report, which uses a 1986-2005 baseline. Because the reference period from 1986-2005 was slightly warmer than 1971-2000, the visualizations are slightly different than those in the report, even though the same model data is used.",GSFC_20130927_IPCC m11376_21st,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20130927_IPCC m11376_21st/GSFC_20130927_IPCC m11376_21st~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 28000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130927_IPCC m11376_21st/GSFC_20130927_IPCC m11376_21st~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 9700, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130927_IPCC m11376_21st/GSFC_20130927_IPCC m11376_21st~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 3700, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130927_IPCC m11376_21st/GSFC_20130927_IPCC m11376_21st~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 5800, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130927_IPCC m11376_21st/GSFC_20130927_IPCC m11376_21st.vtt', 'rel': 'captions'}]"
1124,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Karen St. Germain', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Karen St. Germain, director of the Earth Science Division of NASA’s Science Mission Directorate, speaks with the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level.  Photo Credit: (NASA/Joel Kowsky)",NHQ202408070006,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070006/NHQ202408070006~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 125000, 'height': 767}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070006/NHQ202408070006~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 39000, 'height': 383}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070006/NHQ202408070006~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 39000, 'height': 383}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070006/NHQ202408070006~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 262000, 'height': 1150}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070006/NHQ202408070006~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4419, 'width': 7373, 'size': 25165824}]"
1125,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Karen St. Germain', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington']",image,"Karen St. Germain, director of the Earth Science Division of NASA’s Science Mission Directorate, speaks with the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level.  Photo Credit: (NASA/Joel Kowsky)",NHQ202408070004,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070004/NHQ202408070004~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 881, 'size': 191000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070004/NHQ202408070004~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 440, 'size': 45000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070004/NHQ202408070004~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 440, 'size': 45000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070004/NHQ202408070004~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1321, 'size': 529000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070004/NHQ202408070004~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 7244, 'width': 4986, 'size': 44040192}]"
1126,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington', 'Yaítza Luna-Cruz']",image,"Yaítza Luna-Cruz, a program executive in the Earth Science Division of NASA’s Science Mission Directorate and program manager for the Early Career Research Program, speaks to the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070002,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070002/NHQ202408070002~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 103000, 'height': 830}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070002/NHQ202408070002~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 35000, 'height': 415}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070002/NHQ202408070002~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 35000, 'height': 415}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070002/NHQ202408070002~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 228000, 'height': 1245}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070002/NHQ202408070002~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4769, 'width': 7354, 'size': 29360128}]"
1127,NASA Early Career Research Program - Climate Change Research Ini,2024-08-07T00:00:00Z,"['Climate Change Research Initiative (CCRI)', 'Cynthia Hall', 'DC', 'Mary W. Jackson NASA Headquarters', 'NASA Early Career Research Program (ECR)', 'Washington', 'Yaítza Luna-Cruz']",image,"Cynthia Hall, support scientist for the Early Career Research Program in NASA’s Earth Science Division, right, and Yaítza Luna-Cruz, a program executive in the Earth Science Division of NASA’s Science Mission Directorate and program manager for the Early Career Research Program speak to the Climate Change Research Initiative (CCRI) cohort, Wednesday, Aug. 7, 2024, at the Mary W. Jackson NASA Headquarters building in Washington, DC. The Earth Science Division’s Early Career Research Program’s Climate Change Research Initiative (CCRI) is a year-long STEM engagement and experiential learning opportunity for educators and students from high school to graduate level. Photo Credit: (NASA/Joel Kowsky)",NHQ202408070003,"[{'href': 'https://images-assets.nasa.gov/image/NHQ202408070003/NHQ202408070003~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 160000, 'height': 760}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070003/NHQ202408070003~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 47000, 'height': 380}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070003/NHQ202408070003~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 47000, 'height': 380}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070003/NHQ202408070003~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 351000, 'height': 1140}, {'href': 'https://images-assets.nasa.gov/image/NHQ202408070003/NHQ202408070003~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 4904, 'width': 8256, 'size': 36700160}]"
1128,A Summer ABoVE the Warming Arctic,2017-12-12T00:00:00Z,"['Carbon Release', 'Carbon Sink', 'Climate', 'Climate Indicators', 'Organic Matter', 'Permafrost', 'Arctic', 'Climate Change', 'Earth', 'Wildfires']",video,"Scientists with NASA's Arctic Boreal Vulnerability Experiment - ABoVE - are studying how the Arctic region responds to climate change. Looking at everything from thawing permafrost underground to wildfires, the researchers are working to create a comprehensive picture of the warming Arctic.  This summer, the team brought a fleet of planes to fly over Alaska and Canada and gather data to complement measurements taken from the ground. The ABoVE campaign is designed to last for ten years.",GSFC_20171212_ABoVE_m12794_Arctic,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20171212_ABoVE_m12794_Arctic/GSFC_20171212_ABoVE_m12794_Arctic~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 29000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20171212_ABoVE_m12794_Arctic/GSFC_20171212_ABoVE_m12794_Arctic~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 12000, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20171212_ABoVE_m12794_Arctic/GSFC_20171212_ABoVE_m12794_Arctic~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 5000, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20171212_ABoVE_m12794_Arctic/GSFC_20171212_ABoVE_m12794_Arctic~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 9500, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20171212_ABoVE_m12794_Arctic/GSFC_20171212_ABoVE_m12794_Arctic.vtt', 'rel': 'captions'}]"
1129,Record-Breaking Climate Trends 2016 – Rising Temperatures and Shrinking Sea Ice,2016-07-19T00:00:00Z,"['Sea Ice', 'Temperature', 'Temperature Trend', 'Climate Indicators', 'Climate Change', 'Earth']",video,"Two key climate change indicators have broken numerous records through the first half of 2016, according to NASA analyses of ground-based observations and satellite data. Each of the first six months of 2016 set a record as the warmest respective month globally in the modern temperature record, which dates to 1880. Meanwhile, five of the first six months set records for the smallest monthly Arctic sea ice extent since consistent satellite records began in 1979. NASA researchers are in the field this summer, collecting data to better understand our changing climate.  While these two key climate indicators have broken records of late, NASA scientists said it is more significant that global temperature and Arctic sea ice are continuing their decades-long trends of change. Both trends are ultimately driven by rising atmospheric concentrations of heat-trapping carbon dioxide and greenhouse gases as a result of fossil fuel burning and deforestation. These rising concentrations directly cause warming of the atmosphere and ocean, which in turn induce sea ice melt.  NASA tracks temperature and sea ice as part of its effort to understand the Earth as a system and to understand how Earth is changing. In addition to maintaining a fleet of 20 Earth-observing satellite missions, NASA also sends researchers around the globe to investigate different facets of the planet at closer range. Right now, NASA researchers are working across the Arctic to better understand both the processes driving increased sea ice melt and the impacts of rising temperatures on Arctic ecosystems.",GSFC_20160719_SeaIce_m12306_Climate,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20160719_SeaIce_m12306_Climate/GSFC_20160719_SeaIce_m12306_Climate~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 39000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20160719_SeaIce_m12306_Climate/GSFC_20160719_SeaIce_m12306_Climate~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 17000, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20160719_SeaIce_m12306_Climate/GSFC_20160719_SeaIce_m12306_Climate~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 6400, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20160719_SeaIce_m12306_Climate/GSFC_20160719_SeaIce_m12306_Climate~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 10000, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20160719_SeaIce_m12306_Climate/GSFC_20160719_SeaIce_m12306_Climate.vtt', 'rel': 'captions'}]"
1130,NASA Science Live: Climate Edition - Extreme Weather [Episode 57],2024-08-21T00:00:00Z,"['climate', 'earth', 'taira allen', 'kate calvin', 'michelle hawkins', 'climate change', 'extreme weather', 'NSL', 'NASA Science Live']",video,"As Earth’s climate changes, we’re seeing shifts in the intensity of events such as record-breaking heat waves, severe floods, prolonged droughts, devastating wildfires and stronger hurricanes. Join NASA’s Chief Scientist Dr. Kate Calvin and climate expert Dr. Michelle Hawkins on Wednesday, August 21 at 3:00 p.m. ET on NASA Science Live as they discuss the science behind these changes. Have questions? Use #askNASA.----- Tahira Allen, NASA Communications Dr. Kate Calvin, NASA Chief Scientist and Senior Climate Advisor  Dr. Michelle Hawkins, Program Manager, NASA Climate Resilience and Community Action",GSFC_NSL_ExtremeWeather_Ep57,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_NSL_ExtremeWeather_Ep57/GSFC_NSL_ExtremeWeather_Ep57~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 21000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_NSL_ExtremeWeather_Ep57/GSFC_NSL_ExtremeWeather_Ep57~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 9100, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_NSL_ExtremeWeather_Ep57/GSFC_NSL_ExtremeWeather_Ep57~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 3700, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_NSL_ExtremeWeather_Ep57/GSFC_NSL_ExtremeWeather_Ep57~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 6100, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_NSL_ExtremeWeather_Ep57/GSFC_NSL_ExtremeWeather_Ep57.srt', 'rel': 'captions'}]"
1131,Ask A Climate Scientist - Lagging CO2,2013-09-24T00:00:00Z,"['Climate Change', 'Earth']",video,"Is there any merit to the studies that show that historical CO2 levels lag behind temperature, and not lead them? Climate scientist Peter Hildebrand, Director of the Earth Science Division at NASA's Goddard Space Flight Center, says yes, there's merit to those studies. In the pre-industrial age, the CO2 response to temperature was that the temperature would go up and CO2 would go up. Or if the temperature went down, CO2 would go down. And the reason for that is when the temperature went up, the whole biosphere revved up and emitted CO2, and we had more CO2 in the atmosphere. So we understand that process.  In the post-industrial age, the opposite is true. Increasing CO2 in the atmosphere is leading to increased temperature. So two different things happened, one pre-industrial, where temperature was driving the CO2, and post-industrial, where CO2 was driving temperature. Which means a completely different physical-biological process is going on. And we don't understand what the consequence of that change is.  It is a fundamental change to how the earth works and the earth's radiation balance works. And so, we're very concerned because we don't see any restraining force on continued increase in temperature due to continued increase in CO2. And that's a problem.",GSFC_20130924_AACS_m11362_CO2Lag,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20130924_AACS_m11362_CO2Lag/GSFC_20130924_AACS_m11362_CO2Lag~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 29000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130924_AACS_m11362_CO2Lag/GSFC_20130924_AACS_m11362_CO2Lag~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 14000, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130924_AACS_m11362_CO2Lag/GSFC_20130924_AACS_m11362_CO2Lag~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 6200, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130924_AACS_m11362_CO2Lag/GSFC_20130924_AACS_m11362_CO2Lag~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 10000, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130924_AACS_m11362_CO2Lag/GSFC_20130924_AACS_m11362_CO2Lag.vtt', 'rel': 'captions'}]"
1132,NASA Science Live: The Summer of Record-Breaking Heat [Episode 48],2023-08-14T00:00:00Z,"['NSL', 'NASA Science Live', 'Climate', 'Climate Change', 'Megan Cruz', 'Gavin Schidt', 'Kate Calvin', 'Global Temperatures']",video,"This summer, Earth has experienced some of the hottest temperatures on record and July is shaping up to follow this record-breaking trend. Join NASA climate experts Monday, August 14 at 3:30pm ET as they discuss impacts of climate change. Submit your questions using #askNASA.",20230814_NSL_Climate_Ep48,"[{'href': 'https://images-assets.nasa.gov/video/20230814_NSL_Climate_Ep48/20230814_NSL_Climate_Ep48~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 31000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/20230814_NSL_Climate_Ep48/20230814_NSL_Climate_Ep48~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 15000, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/20230814_NSL_Climate_Ep48/20230814_NSL_Climate_Ep48~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 6200, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/20230814_NSL_Climate_Ep48/20230814_NSL_Climate_Ep48~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 9900, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/20230814_NSL_Climate_Ep48/20230814_NSL_Climate_Ep48.srt', 'rel': 'captions'}]"
1133,NASA Tracks the Future of Asia's Glaciers,2019-06-26T00:00:00Z,"['Himalaya', 'Watershed', 'Glacial Landforms', 'Climate Change', 'Earth', 'Floods', 'Freshwater']",video,"Asia’s high mountains are a crucial freshwater source to one-seventh of the world’s population. Snow and glaciers in these mountains contain the largest volume of freshwater outside of Earth's polar ice sheets, leading hydrologists to nickname this region the Third Pole.   Rapid changes in the region's climate are affecting glacier flows and snowmelt. Local people are already modifying their land-use practices in response to the changing supply, and the region's ecology is transforming. Scientists estimate that by 2100, these glaciers could be up to 75% smaller in volume.   NASA's satellites observe and measure snow and ice cover remotely with multiple types of sensors. This allows scientists to create an authoritative estimate of the water budget of this region and a set of products local policy makers can use in responding to hazards and planning for a changing water supply.",GSFC_20190626_Glaciers_m13243_Asia,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20190626_Glaciers_m13243_Asia/GSFC_20190626_Glaciers_m13243_Asia~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 21000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20190626_Glaciers_m13243_Asia/GSFC_20190626_Glaciers_m13243_Asia~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 8400, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20190626_Glaciers_m13243_Asia/GSFC_20190626_Glaciers_m13243_Asia~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 4400, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20190626_Glaciers_m13243_Asia/GSFC_20190626_Glaciers_m13243_Asia~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 5600, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20190626_Glaciers_m13243_Asia/GSFC_20190626_Glaciers_m13243_Asia.vtt', 'rel': 'captions'}]"
