,title,date_created,keywords,media_type,description,nasa_id,links
52,KSC-2011-2632,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is transported to the Spaceport Systems International processing facility at Vandenberg Air Force Base in California.  Earlier, a U.S. Air Force C-17 transport plane delivered the spacecraft from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.    Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2632,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2632/KSC-2011-2632~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 125000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2632/KSC-2011-2632~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 40000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2632/KSC-2011-2632~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 40000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2632/KSC-2011-2632~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 245000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2632/KSC-2011-2632~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 907000}]"
53,KSC-2011-2625,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- Workers at Vandenberg Air Force Base in California snap photos of the U.S. Air Force C-17 transport plane carrying the Aquarius/SAC-D spacecraft. The aircraft traveled from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.        Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2625,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2625/KSC-2011-2625~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 88000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2625/KSC-2011-2625~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 27000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2625/KSC-2011-2625~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 27000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2625/KSC-2011-2625~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 177000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2625/KSC-2011-2625~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 724000}]"
54,KSC-2011-2725,2011-04-01T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- Technicians begin to unpack and unveil the Aquarius/SAC-D spacecraft in the Spaceport Systems International payload processing facility at Vandenberg Air Force Base in California. The container protected the spacecraft on its journey from Campos, Brazil, aboard a U.S. Air Force C-17 transport plane. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.        Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: NASA/Randy Beaudoin, VAFB",KSC-2011-2725,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2725/KSC-2011-2725~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 143000, 'height': 850}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2725/KSC-2011-2725~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 47000, 'height': 425}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2725/KSC-2011-2725~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 47000, 'height': 425}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2725/KSC-2011-2725~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 277000, 'height': 1275}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2725/KSC-2011-2725~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 1993, 'width': 3000, 'size': 1092000}]"
55,KSC-2011-2631,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is transported to the Spaceport Systems International processing facility at Vandenberg Air Force Base in California.  Earlier, a U.S. Air Force C-17 transport plane delivered the spacecraft from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.      Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2631,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2631/KSC-2011-2631~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 118000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2631/KSC-2011-2631~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 34000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2631/KSC-2011-2631~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 34000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2631/KSC-2011-2631~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 254000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2631/KSC-2011-2631~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 1080000}]"
56,KSC-2011-2630,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft is offloaded from a U.S. Air Force C-17 transport at Vandenberg Air Force Base in California. The aircraft traveled from Campos, Brazil. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.        Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2630,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2630/KSC-2011-2630~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 116000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2630/KSC-2011-2630~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 32000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2630/KSC-2011-2630~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 32000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2630/KSC-2011-2630~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 253000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2630/KSC-2011-2630~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 1085000}]"
57,KSC-2011-2623,2011-03-30T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- The Aquarius/SAC-D spacecraft arrives at Vandenberg Air Force Base in California from Campos, Brazil, aboard a U.S. Air Force C-17 transport plane. Following final tests, the spacecraft will be integrated to a United Launch Alliance Delta II rocket in preparation for the targeted June launch to low Earth orbit.            Aquarius, the NASA-built primary instrument on the SAC-D spacecraft, will map global changes in salinity at the ocean's surface. Salinity is a key measurement for understanding how changes in rainfall, evaporation and the melting of freezing of ice influence ocean circulation and are linked to variations in Earth's climate. The three-year mission will provide new insights into how variations in ocean surface salinity relate to these fundamental climate processes. Photo credit: VAFB/30th Space Wing",KSC-2011-2623,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2623/KSC-2011-2623~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 72000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2623/KSC-2011-2623~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 22000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2623/KSC-2011-2623~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 22000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2623/KSC-2011-2623~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 146000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2623/KSC-2011-2623~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 652000}]"
58,Landsat Observes Barrier Islands,2011-05-26T00:00:00Z,"['Landsat', 'Islands', 'Sea Level Rise', 'Climate Change', 'Earth']",video,"A survey of barrier islands published in 2011 in the Journal of Coastal Research offers the most thorough assessment to date of the thousands of small islands that hug the coasts of the world's landmasses. The study, led by Matthew Stutz of Meredith College and Orrin Pilkey of Duke University, raises new questions about how the unique islands form and evolve over time - and how they may fare as the climate changes and sea level rises. It was based on a global collection of satellite images as well as information from topographic and navigational charts. Landsat 7 acquired the images around 2000, but a private company mosaicked them as part of an effort funded by NASA and the United States Geological Survey.",GSFC_20110526_Barrier_m10774_Islands,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20110526_Barrier_m10774_Islands/GSFC_20110526_Barrier_m10774_Islands~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 31000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20110526_Barrier_m10774_Islands/GSFC_20110526_Barrier_m10774_Islands~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 12000, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20110526_Barrier_m10774_Islands/GSFC_20110526_Barrier_m10774_Islands~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 3000, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20110526_Barrier_m10774_Islands/GSFC_20110526_Barrier_m10774_Islands~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 6600, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20110526_Barrier_m10774_Islands/GSFC_20110526_Barrier_m10774_Islands.vtt', 'rel': 'captions'}]"
59,Planetary Scientist Profile: Emily Wilson,2013-09-16T00:00:00Z,"['Atmospheric Science', 'Aerosols', 'Climate Change', 'Greenhouse Gases', 'Earth', 'mini-LHR', 'AERONET', 'Aerosols Optical Depth']",video,"NASA scientist Emily Wilson discusses her work developing miniaturized instruments that measure greenhouse gases in the atmosphere. Her latest instrument, the mini-LHR, works in tandem with AERONET, and will contribute to the global effort to better understand climate change.",GSFC_20130916_EmilyWilson_m11359_Profile,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20130916_EmilyWilson_m11359_Profile/GSFC_20130916_EmilyWilson_m11359_Profile~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 35000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130916_EmilyWilson_m11359_Profile/GSFC_20130916_EmilyWilson_m11359_Profile~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 16000, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130916_EmilyWilson_m11359_Profile/GSFC_20130916_EmilyWilson_m11359_Profile~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 6100, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130916_EmilyWilson_m11359_Profile/GSFC_20130916_EmilyWilson_m11359_Profile~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 11000, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20130916_EmilyWilson_m11359_Profile/GSFC_20130916_EmilyWilson_m11359_Profile.srt', 'rel': 'captions'}]"
60,Details of Arctic Greening in North America,2016-06-02T00:00:00Z,"['NDVI', 'Arctic', 'Climate Change', 'Vegetation Growth', 'Earth']",video,"The northern reaches of North America are getting greener, according to a NASA study that provides the most detailed look yet at plant life across Alaska and Canada. In a changing climate, almost a third of the land cover – much of it Arctic tundra – is looking more like landscapes found in warmer ecosystems. With 87,000 images taken from Landsat satellites, converted into data that reflects the amount of healthy vegetation on the ground, the researchers found that western Alaska, Quebec and other regions became greener between 1984 and 2012. The new Landsat study further supports previous work that has shown changing vegetation in Arctic and boreal North America. Earlier studies showed increased vegetation was connected to increasing global carbon dioxide and increasing global temperatures.   Previous surveys of the vegetation across Alaska and Canada had taken a big-picture view of the region using coarse-resolution satellite sensors. To get a more detailed picture of the 4.1 million square-mile area, scientists used the NASA/USGS Landsat 5 and Landsat 7 satellites, which take a measurement for each 30-by-30 meter (98-by-98 foot) parcel of land.  Using the detailed Landsat data, NASA scientists found that there was extensive greening in the tundra of western Alaska, the northern coast of Canada, and the tundra of Quebec and Labrador. While northern forests greened in Canada, they tended to decline in Alaska. Overall, the scientists found that 29.4 percent of the region greened up, especially in shrublands and sparsely vegetated areas, while 2.9 percent showed vegetation decline.  With the large, continental-scale map complete, researchers will focus on the more human scale – looking at local conditions to see what might control the greening patterns, whether it’s local topography, nearby water sources, or particular types of habitat. They also plan to investigate forested areas, particularly in the greening Quebec.",GSFC_20160602_Arctic_m12225_Greening,"[{'href': 'https://images-assets.nasa.gov/video/GSFC_20160602_Arctic_m12225_Greening/GSFC_20160602_Arctic_m12225_Greening~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 800, 'size': 57000, 'height': 450}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20160602_Arctic_m12225_Greening/GSFC_20160602_Arctic_m12225_Greening~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 400, 'size': 21000, 'height': 225}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20160602_Arctic_m12225_Greening/GSFC_20160602_Arctic_m12225_Greening~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 200, 'size': 8200, 'height': 112}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20160602_Arctic_m12225_Greening/GSFC_20160602_Arctic_m12225_Greening~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 300, 'size': 15000, 'height': 168}, {'href': 'https://images-assets.nasa.gov/video/GSFC_20160602_Arctic_m12225_Greening/GSFC_20160602_Arctic_m12225_Greening.vtt', 'rel': 'captions'}]"
61,KSC-2011-2195,2011-03-09T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. --At Vandenberg Air Force Base in California, a crane raises one of three United Launch Alliance Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2195,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2195/KSC-2011-2195~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 919000}]"
62,KSC-2011-2191,2011-03-09T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. --As the sun rises over Vandenberg Air Force Base in California, a crane begins to raise one of three United Launch Alliance Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2191,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2191/KSC-2011-2191~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 171000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2191/KSC-2011-2191~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 56000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2191/KSC-2011-2191~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 56000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2191/KSC-2011-2191~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 333000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2191/KSC-2011-2191~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 1230000}]"
63,KSC-2011-2449,2011-03-21T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- United Space Alliance technicians prepare to move the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California. The move will allow technicians to hoist into position the second stage of the Delta II rocket that will carry NASA's Aquarius satellite into low Earth orbit.         Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2449,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2449/KSC-2011-2449~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 192000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2449/KSC-2011-2449~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 63000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2449/KSC-2011-2449~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 63000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2449/KSC-2011-2449~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 358000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2449/KSC-2011-2449~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 1175000}]"
64,KSC-2011-2456,2011-03-21T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif.  -- With the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California back in place, United Space Alliance technicians complete the installation of the second stage of a Delta II rocket to the first stage. The rocket is being prepared to launch NASA's Aquarius satellite into low Earth orbit.      Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2456,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2456/KSC-2011-2456~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 207000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2456/KSC-2011-2456~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 63000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2456/KSC-2011-2456~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 63000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2456/KSC-2011-2456~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 398000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2456/KSC-2011-2456~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 1309000}]"
65,KSC-2011-2193,2011-03-09T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. --As the sun rises over Vandenberg Air Force Base in California, a crane raises one of three United Launch Alliance Delta II solid rocket motors on the pad at Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2193,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2193/KSC-2011-2193~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 154000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2193/KSC-2011-2193~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 50000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2193/KSC-2011-2193~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 50000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2193/KSC-2011-2193~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 292000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2193/KSC-2011-2193~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 1043000}]"
66,KSC-2011-2194,2011-03-09T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. --At Vandenberg Air Force Base in California, one of three United Space Alliance Delta II solid rocket motors is atop a tug for the move from the solid motor facility to Space Launch Complex-2 West (SLC-2W). Scheduled to launch in June, the Delta II rocket will carry NASA's Aquarius satellite into low Earth orbit.    Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2194,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2194/KSC-2011-2194~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1280, 'size': 89000, 'height': 856}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2194/KSC-2011-2194~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 640, 'size': 27000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2194/KSC-2011-2194~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 640, 'size': 27000, 'height': 428}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2194/KSC-2011-2194~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1920, 'size': 180000, 'height': 1285}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2194/KSC-2011-2194~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 2008, 'width': 3000, 'size': 725000}]"
67,KSC-2011-2451,2011-03-21T00:00:00Z,"['ELV, Delta II, science, research, climate change, Earth mission']",image,"VANDENBERG AIR FORCE BASE, Calif. -- United Space Alliance technicians prepare to hoist the second stage of a Delta II rocket into position in the Space Launch Complex-2 (SLC-2) service tower at Vandenberg Air Force Base in California. The rocket is being prepared to launch NASA's Aquarius satellite into low Earth orbit.    Scheduled to launch in June, Aquarius' mission will be to provide monthly maps of global changes in sea surface salinity. By measuring ocean salinity from space, Aquarius will provide new insights into how the massive natural exchange of freshwater between the ocean, atmosphere and sea ice influences ocean circulation, weather and climate. Also going up with the satellite are optical and thermal cameras, a microwave radiometer and the SAC-D spacecraft, which were developed with the help of institutions in Italy, France, Canada and Argentina. Photo credit: VAFB/30th Space Wing",KSC-2011-2451,"[{'href': 'https://images-assets.nasa.gov/image/KSC-2011-2451/KSC-2011-2451~medium.jpg', 'rel': 'alternate', 'render': 'image', 'width': 856, 'size': 151000, 'height': 1280}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2451/KSC-2011-2451~small.jpg', 'rel': 'alternate', 'render': 'image', 'width': 428, 'size': 49000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2451/KSC-2011-2451~thumb.jpg', 'rel': 'preview', 'render': 'image', 'width': 428, 'size': 49000, 'height': 640}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2451/KSC-2011-2451~large.jpg', 'rel': 'alternate', 'render': 'image', 'width': 1285, 'size': 290000, 'height': 1920}, {'href': 'https://images-assets.nasa.gov/image/KSC-2011-2451/KSC-2011-2451~orig.jpg', 'rel': 'canonical', 'render': 'image', 'height': 3000, 'width': 2008, 'size': 1014000}]"
